x,y,z
-169.62515,-225.66043,591.0
-169.33815,-227.34538,590.0
-169.05113,-229.02332,589.0
-168.4771,-230.30193,587.0
-167.61606,-231.17068,584.0
-167.04204,-232.41776,582.0
-165.89398,-232.84512,578.0
-165.03294,-233.65083,575.0
-164.74593,-235.2552,574.0
-163.88487,-236.02585,571.0
-169.82469,-220.32185,599.0
-169.25764,-221.6775,597.0
-168.40712,-222.64433,594.0
-167.55656,-223.59015,591.0
-167.27304,-225.2786,590.0
-167.27304,-227.34538,590.0
-166.98955,-229.02332,589.0
-166.42252,-230.30193,587.0
-166.13899,-231.96237,586.0
-165.57198,-233.21646,584.0
-165.00494,-234.4565,582.0
-163.58737,-234.4635,577.0
-162.45332,-234.84534,573.0
-161.88629,-236.02585,571.0
-166.60802,-220.93488,595.0
-166.04799,-222.26952,593.0
-165.48796,-223.59015,591.0
-165.20795,-225.2786,590.0
-164.92793,-226.96004,589.0
-164.92793,-229.02332,589.0
-164.3679,-230.30193,587.0
-164.08789,-231.96237,586.0
-163.80788,-233.61578,585.0
-162.68782,-234.05367,581.0
-161.28777,-234.05717,576.0
-160.72774,-235.2552,574.0
-159.8877,-236.02585,571.0
-163.97238,-220.19225,593.0
-163.69586,-221.8947,592.0
-163.41936,-223.59015,591.0
-162.86632,-224.89677,589.0
-162.03679,-225.80405,586.0
-162.03679,-227.85683,586.0
-161.20724,-228.73257,583.0
-160.93074,-230.37901,582.0
-160.93074,-232.41776,582.0
-160.37772,-233.65083,580.0
-159.82468,-234.86986,578.0
-158.99515,-235.66504,575.0
-158.71863,-237.26593,574.0
-161.07774,-217.0115,590.0
-161.35077,-219.4496,591.0
-161.07774,-221.14505,590.0
-160.80475,-222.83351,589.0
-160.25871,-224.13312,587.0
-159.43968,-225.0334,584.0
-159.16666,-226.6903,583.0
-158.62064,-227.9479,581.0
-158.34763,-229.58733,580.0
-158.07462,-231.21974,579.0
-157.80159,-232.84512,578.0
-156.70955,-233.24448,574.0
-156.43652,-234.84534,573.0
-156.43652,-236.85257,573.0
-149.5797,-198.30544,555.0
-149.5797,-200.2496,555.0
-149.31018,-201.82947,554.0
-149.5797,-204.13794,555.0
-159.28215,-219.4496,591.0
-159.01265,-221.14505,590.0
-158.74313,-222.83351,589.0
-158.47363,-224.51495,588.0
-157.66508,-225.41873,585.0
-157.12607,-226.6903,583.0
-156.58702,-227.9479,581.0
-156.048,-229.1915,579.0
-155.50897,-230.42105,577.0
-155.23946,-232.03943,576.0
-154.70044,-233.24448,574.0
-154.43094,-234.84534,573.0
-154.70044,-237.26593,574.0
-147.6371,-155.53366,555.0
-147.6371,-157.47783,555.0
-147.6371,-159.422,555.0
-147.6371,-161.3662,555.0
-147.6371,-163.31036,555.0
-147.6371,-165.25455,555.0
-148.70117,-170.36192,559.0
-149.4992,-173.24489,562.0
-148.70117,-197.77649,559.0
-147.6371,-198.30544,555.0
-147.6371,-200.2496,555.0
-147.6371,-202.19377,555.0
-147.6371,-204.13794,555.0
-148.43515,-207.19608,558.0
-148.16913,-208.77592,557.0
-148.16913,-210.72711,557.0
-147.90312,-212.29645,556.0
-155.6175,-225.41873,585.0
-155.08546,-226.6903,583.0
-154.81946,-228.34023,582.0
-154.55344,-229.98315,581.0
-153.4894,-230.42105,577.0
-152.95735,-231.6366,575.0
-152.69136,-233.24448,574.0
-152.42534,-234.84534,573.0
-152.42534,-236.85257,573.0
-146.48204,-154.41971,558.0
-146.48204,-156.37439,558.0
-145.6945,-157.47783,555.0
-145.6945,-159.422,555.0
-145.95702,-161.65695,556.0
-145.6945,-163.31036,555.0
-146.74455,-170.36192,559.0
-147.79462,-173.55316,563.0
-145.6945,-184.69623,555.0
-145.6945,-186.6404,555.0
-146.21953,-191.21535,557.0
-146.74455,-195.8183,559.0
-147.00708,-198.1303,560.0
-146.74455,-199.73468,559.0
-146.74455,-201.69286,559.0
-146.48204,-203.28671,558.0
-146.21953,-204.87358,557.0
-146.74455,-207.5674,559.0
-146.21953,-208.77592,557.0
-145.95702,-210.34879,556.0
-145.6945,-211.91461,555.0
-145.43199,-213.47346,554.0
-153.56989,-227.468,585.0
-152.51984,-227.9479,581.0
-151.99481,-229.1915,579.0
-151.46979,-230.42105,577.0
-151.20728,-232.03943,576.0
-150.68225,-233.24448,574.0
-150.15723,-234.43549,572.0
-149.89471,-236.02585,571.0
-144.52895,-150.51035,558.0
-144.78795,-152.73827,559.0
-144.52895,-154.41971,558.0
-144.26993,-156.09415,557.0
-144.01093,-157.76158,556.0
-143.75192,-159.422,555.0
-143.75192,-161.3662,555.0
-143.75192,-163.31036,555.0
-145.824,-173.55316,563.0
-143.75192,-184.69623,555.0
-143.75192,-186.6404,555.0
-145.565,-190.9631,562.0
-144.78795,-191.90195,559.0
-145.30598,-194.55371,561.0
-145.30598,-196.5189,561.0
-145.30598,-198.4841,561.0
-145.30598,-200.44928,561.0
-145.04698,-202.05367,560.0
-144.52895,-203.28671,558.0
-144.26993,-204.87358,557.0
-144.52895,-207.19608,558.0
-144.52895,-209.15076,558.0
-144.01093,-210.34879,556.0
-143.75192,-211.91461,555.0
-143.49289,-213.47346,554.0
-142.97487,-214.63646,552.0
-141.67981,-214.60843,547.0
-141.16179,-215.73293,545.0
-149.19118,-230.0217,576.0
-147.6371,-235.6125,570.0
-142.57587,-150.51035,558.0
-142.83138,-152.73827,559.0
-142.83138,-154.69644,559.0
-142.57587,-156.37439,558.0
-142.57587,-158.32906,558.0
-142.06483,-159.70924,556.0
-141.80933,-161.3662,555.0
-141.80933,-163.31036,555.0
-143.85342,-173.55316,563.0
-144.36444,-190.00328,565.0
-143.85342,-191.3029,563.0
-143.59792,-192.93184,562.0
-143.34239,-194.55371,561.0
-143.59792,-196.8692,562.0
-143.59792,-198.8379,562.0
-143.34239,-200.44928,561.0
-143.08688,-202.05367,560.0
-142.83138,-203.65103,559.0
-142.32036,-204.87358,557.0
-142.32036,-206.82475,557.0
-142.06483,-208.40111,556.0
-141.80933,-209.97046,555.0
-141.80933,-211.91461,555.0
-141.80933,-213.8588,555.0
-141.04279,-214.63646,552.0
-140.78728,-216.1778,551.0
-139.2542,-215.73293,545.0
-138.74318,-216.84338,543.0
-140.87477,-150.78008,559.0
-140.87477,-152.73827,559.0
-140.87477,-154.69644,559.0
-140.62276,-156.37439,558.0
-140.62276,-158.32906,558.0
-140.37074,-159.99649,557.0
-139.86673,-161.3662,555.0
-139.61472,-163.01611,554.0
-139.3627,-164.65903,553.0
-142.38686,-190.00328,565.0
-142.13483,-191.64268,564.0
-141.88283,-193.27512,563.0
-141.63081,-194.90051,562.0
-141.63081,-196.8692,562.0
-141.63081,-198.8379,562.0
-141.3788,-200.44928,561.0
-141.3788,-202.41446,561.0
-140.87477,-203.65103,559.0
-140.62276,-205.2414,558.0
-140.37074,-206.82475,557.0
-140.11874,-208.40111,556.0
-140.11874,-210.34879,556.0
-139.86673,-211.91461,555.0
-139.3627,-213.08813,553.0
-138.85867,-214.24763,551.0
-138.60667,-215.78545,550.0
-138.35464,-217.31628,549.0
-137.85063,-218.44075,547.0
-137.59862,-219.95404,546.0
-139.1667,-147.12645,560.0
-139.1667,-149.08813,560.0
-138.91818,-150.78008,559.0
-138.66968,-152.46503,558.0
-138.66968,-154.41971,558.0
-138.66968,-156.37439,558.0
-138.66968,-158.32906,558.0
-138.42117,-159.99649,557.0
-137.92415,-161.3662,555.0
-137.67563,-163.01611,554.0
-140.65778,-188.35687,566.0
-140.90628,-190.67587,567.0
-140.40927,-191.9825,565.0
-140.16075,-193.61842,564.0
-139.66373,-194.90051,562.0
-139.66373,-196.8692,562.0
-139.66373,-198.8379,562.0
-139.4152,-200.44928,561.0
-139.4152,-202.41446,561.0
-139.91225,-205.10829,563.0
-138.91818,-205.6092,559.0
-138.42117,-206.82475,557.0
-138.17265,-208.40111,556.0
-137.92415,-209.97046,555.0
-137.67563,-211.53279,554.0
-137.42712,-213.08813,553.0
-137.1786,-214.63646,552.0
-137.1786,-216.57011,552.0
-136.93008,-218.10796,551.0
-136.93008,-220.03812,551.0
-135.68753,-219.95404,546.0
-135.43903,-223.36948,545.0
-136.9616,-142.94736,559.0
-137.69662,-145.68321,562.0
-137.2066,-147.12645,560.0
-137.2066,-149.08813,560.0
-136.47157,-150.24062,557.0
-136.47157,-152.1918,557.0
-136.22655,-153.86624,556.0
-136.22655,-155.8139,556.0
-136.22655,-157.76158,556.0
-136.22655,-159.70924,556.0
-136.71658,-162.23845,558.0
-136.9616,-164.48738,559.0
-140.88177,-187.3235,575.0
-140.39175,-188.67915,573.0
-140.14674,-190.35359,572.0
-139.90173,-192.02103,571.0
-138.67667,-192.32228,566.0
-138.18665,-193.61842,564.0
-137.94164,-195.24731,563.0
-137.94164,-197.21951,563.0
-138.18665,-199.5455,564.0
-137.94164,-201.1639,563.0
-137.94164,-203.1361,563.0
-138.43166,-205.8369,565.0
-138.18665,-207.44829,564.0
-136.47157,-206.82475,557.0
-136.22655,-208.40111,556.0
-136.22655,-210.34879,556.0
-135.98154,-211.91461,555.0
-135.49152,-213.08813,553.0
-135.2465,-214.63646,552.0
-135.2465,-216.57011,552.0
-135.0015,-218.10796,551.0
-135.0015,-220.03812,551.0
-134.51147,-221.16258,549.0
-134.26646,-222.67938,548.0
-134.02145,-224.18918,547.0
-133.53142,-225.27863,545.0
-135.2465,-143.20308,560.0
-135.72952,-145.68321,562.0
-135.72952,-147.6519,562.0
-135.97104,-149.88681,563.0
-135.72952,-151.58928,562.0
-134.28046,-151.91856,556.0
-134.03894,-153.5895,555.0
-134.03894,-155.53366,555.0
-134.03894,-157.47783,555.0
-134.03894,-159.422,555.0
-135.00499,-162.52919,559.0
-135.00499,-164.48738,559.0
-136.21255,-167.93434,564.0
-136.45406,-170.2113,565.0
-138.62767,-184.98698,574.0
-138.62767,-186.99771,574.0
-138.62767,-189.00842,574.0
-138.38615,-190.68637,573.0
-138.38615,-192.69359,573.0
-137.90314,-194.02124,571.0
-137.66162,-195.67819,570.0
-136.93709,-196.6345,567.0
-136.69557,-198.27042,566.0
-136.69557,-200.25311,566.0
-136.45406,-201.87851,565.0
-136.45406,-203.85771,565.0
-136.45406,-205.8369,565.0
-136.45406,-207.8161,565.0
-136.45406,-209.79532,565.0
-136.45406,-211.7745,565.0
-135.2465,-211.86209,560.0
-135.00499,-213.44193,559.0
-135.00499,-215.40012,559.0
-134.03894,-215.80298,555.0
-133.3144,-216.57011,552.0
-133.0729,-218.10796,551.0
-133.0729,-220.03812,551.0
-132.58987,-221.16258,549.0
-132.34836,-222.67938,548.0
-132.10684,-224.18918,547.0
-131.62383,-225.27863,545.0
-133.52443,-143.45879,561.0
-133.76244,-145.68321,562.0
-134.00046,-147.91463,563.0
-134.00046,-149.88681,563.0
-133.76244,-151.58928,562.0
-132.33437,-151.91856,556.0
-132.09636,-153.5895,555.0
-132.09636,-155.53366,555.0
-132.09636,-157.47783,555.0
-134.47647,-162.29448,565.0
-134.47647,-164.2737,565.0
-134.23846,-165.95865,564.0
-134.47647,-168.23209,565.0
-134.47647,-170.2113,565.0
-136.85658,-183.29503,575.0
-136.61858,-184.98698,574.0
-136.61858,-186.99771,574.0
-136.61858,-189.00842,574.0
-136.38057,-190.68637,573.0
-136.38057,-192.69359,573.0
-136.38057,-194.70082,573.0
-136.14255,-196.36478,572.0
-135.66653,-197.67491,570.0
-135.42853,-199.32132,569.0
-135.1905,-200.96072,568.0
-134.9525,-202.59312,567.0
-134.71448,-204.21852,566.0
-134.9525,-206.56554,567.0
-134.9525,-208.55174,567.0
-134.9525,-210.53795,567.0
-134.47647,-211.7745,565.0
-134.00046,-212.99706,563.0
-133.76244,-214.58742,562.0
-133.76244,-216.5561,562.0
-133.2864,-217.74715,560.0
-131.85835,-217.3548,554.0
-131.62033,-218.89964,553.0
-131.38232,-220.43747,552.0
-131.14432,-221.96828,551.0
-130.9063,-223.4921,550.0
-130.19226,-224.18918,547.0
-129.47824,-224.86526,544.0
-131.79533,-139.77715,562.0
-131.79533,-141.74583,562.0
-131.79533,-143.71451,562.0
-132.02985,-145.94244,563.0
-132.26436,-148.17735,564.0
-132.26436,-150.15305,564.0
-132.02985,-151.85901,563.0
-130.38828,-151.91856,556.0
-130.15376,-153.5895,555.0
-130.15376,-155.53366,555.0
-130.15376,-157.47783,555.0
-132.73338,-162.58171,566.0
-132.49887,-164.2737,565.0
-132.26436,-165.95865,564.0
-132.26436,-167.93434,564.0
-132.02985,-169.60878,563.0
-135.54752,-180.20189,578.0
-135.313,-181.91135,577.0
-135.07849,-183.6138,576.0
-134.844,-185.30925,575.0
-134.844,-187.3235,575.0
-134.60947,-189.00842,574.0
-134.60947,-191.01917,574.0
-134.60947,-193.02989,574.0
-134.60947,-195.04062,574.0
-134.37495,-196.70808,573.0
-133.67143,-197.67491,570.0
-133.67143,-199.67162,570.0
-133.67143,-201.66833,570.0
-133.43692,-203.30774,569.0
-132.9679,-204.57933,567.0
-133.20241,-206.92984,568.0
-132.73338,-208.18393,566.0
-132.73338,-210.16663,566.0
-132.26436,-211.39969,564.0
-132.02985,-212.99706,563.0
-131.79533,-214.58742,562.0
-131.79533,-216.5561,562.0
-131.56082,-218.13597,561.0
-131.0918,-219.31647,559.0
-129.68474,-218.89964,553.0
-129.68474,-220.8368,553.0
-129.45023,-222.37112,552.0
-129.21571,-223.89844,551.0
-128.9812,-225.41873,550.0
-127.57413,-224.86526,544.0
-130.52129,-138.54408,565.0
-130.05927,-140.02585,563.0
-129.82825,-141.74583,562.0
-129.82825,-143.71451,562.0
-130.05927,-145.94244,563.0
-129.82825,-147.6519,562.0
-129.82825,-149.62059,562.0
-129.82825,-151.58928,562.0
-128.9042,-152.46503,558.0
-128.21118,-153.5895,555.0
-128.21118,-155.53366,555.0
-130.75229,-160.59903,566.0
-130.75229,-162.58171,566.0
-130.52129,-164.2737,565.0
-130.29027,-165.95865,564.0
-130.29027,-167.93434,564.0
-130.05927,-169.60878,563.0
-133.98645,-176.76192,580.0
-133.52443,-178.17714,578.0
-133.29343,-179.8901,577.0
-133.29343,-181.91135,577.0
-133.29343,-183.93257,577.0
-133.06241,-185.63153,576.0
-132.8314,-187.3235,575.0
-132.8314,-189.33772,575.0
-132.60039,-191.01917,574.0
-132.60039,-193.02989,574.0
-132.60039,-195.04062,574.0
-132.60039,-197.05136,574.0
-132.36938,-198.7153,573.0
-132.36938,-200.72252,573.0
-131.90735,-202.02213,571.0
-131.67635,-203.66504,570.0
-131.44533,-205.30095,569.0
-131.21432,-206.92984,568.0
-130.75229,-208.18393,566.0
-130.52129,-209.79532,565.0
-130.52129,-211.7745,565.0
-130.29027,-213.37538,564.0
-130.05927,-214.96925,563.0
-129.82825,-216.5561,562.0
-129.59724,-218.13597,561.0
-128.9042,-218.92415,558.0
-128.21118,-219.69135,555.0
-128.21118,-221.63548,555.0
-127.98016,-223.17682,554.0
-127.74915,-224.71115,553.0
-127.51814,-226.23845,552.0
-125.67005,-224.86526,544.0
-128.7712,-136.80658,566.0
-128.54369,-138.54408,565.0
-128.08867,-140.02585,563.0
-128.08867,-141.99805,563.0
-127.633644,-143.45879,561.0
-127.86115,-145.68321,562.0
-127.633644,-147.38918,561.0
-127.633644,-149.35435,561.0
-127.633644,-151.31955,561.0
-127.40613,-153.0115,560.0
-129.22621,-157.18709,568.0
-128.9987,-158.89655,567.0
-128.9987,-160.88277,567.0
-128.7712,-162.58171,566.0
-128.31618,-163.98296,564.0
-128.31618,-165.95865,564.0
-128.08867,-167.63658,563.0
-132.8664,-175.93521,584.0
-131.95634,-176.76192,580.0
-131.72884,-178.4854,579.0
-131.72884,-180.51366,579.0
-131.72884,-182.54189,579.0
-131.50133,-184.25134,578.0
-131.04631,-185.63153,576.0
-131.04631,-187.64928,576.0
-130.59128,-189.00842,574.0
-131.04631,-191.68474,576.0
-131.04631,-193.70247,576.0
-131.27382,-196.05998,577.0
-131.04631,-197.73796,576.0
-131.04631,-199.75569,576.0
-130.59128,-201.07281,574.0
-129.90875,-202.02213,571.0
-129.90875,-204.02235,571.0
-129.68124,-205.66176,570.0
-129.45374,-207.29416,569.0
-128.9987,-208.55174,567.0
-128.9987,-210.53795,567.0
-128.54369,-211.7745,565.0
-128.54369,-213.75371,565.0
-128.31618,-215.35107,564.0
-128.08867,-216.94144,563.0
-127.86115,-218.5248,562.0
-127.633644,-220.10115,561.0
-127.17862,-221.2747,559.0
-126.26858,-221.63548,555.0
-126.26858,-223.57965,555.0
-126.496086,-225.93018,556.0
-125.81355,-226.64828,553.0
-125.35853,-227.75874,551.0
-126.56608,-136.56488,565.0
-126.34207,-138.29887,564.0
-126.11806,-140.02585,563.0
-126.11806,-141.99805,563.0
-125.89405,-143.71451,562.0
-125.89405,-145.68321,562.0
-125.670044,-147.38918,561.0
-125.670044,-149.35435,561.0
-125.89405,-151.58928,562.0
-125.44603,-153.0115,560.0
-127.23811,-157.18709,568.0
-127.23811,-159.1768,568.0
-127.01411,-160.88277,567.0
-126.56608,-162.29448,565.0
-126.34207,-163.98296,564.0
-126.34207,-165.95865,564.0
-131.0463,-174.18723,585.0
-130.59827,-175.63396,583.0
-130.15025,-177.06668,581.0
-129.92624,-178.79367,580.0
-129.70224,-180.51366,579.0
-129.70224,-182.54189,579.0
-129.47823,-184.25134,578.0
-129.25421,-185.95383,577.0
-129.25421,-187.97505,577.0
-129.25421,-189.99628,577.0
-129.25421,-192.01753,577.0
-129.25421,-194.03876,577.0
-129.0302,-195.7202,576.0
-129.25421,-198.08125,577.0
-129.0302,-199.75569,576.0
-129.0302,-201.77342,576.0
-128.58218,-203.08356,574.0
-127.686134,-203.66504,570.0
-127.686134,-205.66176,570.0
-127.46213,-207.29416,569.0
-127.23811,-208.91956,568.0
-127.01411,-210.53795,567.0
-126.7901,-212.14932,566.0
-126.56608,-213.75371,565.0
-126.56608,-215.73291,565.0
-126.11806,-216.94144,563.0
-125.89405,-218.5248,562.0
-125.670044,-220.10115,561.0
-125.44603,-221.67053,560.0
-124.32597,-221.63548,555.0
-124.32597,-223.57965,555.0
-124.32597,-225.52383,555.0
-124.10197,-227.05815,554.0
-123.653946,-228.1721,552.0
-124.809006,-134.82388,566.0
-124.58849,-136.56488,565.0
-124.58849,-138.54408,565.0
-124.14748,-140.02585,563.0
-124.14748,-141.99805,563.0
-123.92696,-143.71451,562.0
-123.92696,-145.68321,562.0
-123.92696,-147.6519,562.0
-124.14748,-149.88681,563.0
-124.36799,-152.12874,564.0
-125.47054,-155.47061,569.0
-125.25003,-157.18709,568.0
-125.25003,-159.1768,568.0
-125.02952,-160.88277,567.0
-124.809006,-162.58171,566.0
-124.14748,-163.6922,563.0
-124.36799,-165.95865,564.0
-128.7782,-173.88947,584.0
-128.33717,-175.33269,582.0
-128.33717,-177.37144,582.0
-128.11667,-179.10193,581.0
-127.89616,-180.82541,580.0
-127.89616,-182.85716,580.0
-127.45514,-184.25134,578.0
-127.23463,-185.95383,577.0
-127.23463,-187.97505,577.0
-127.23463,-189.99628,577.0
-127.67565,-192.68309,579.0
-127.45514,-194.37505,578.0
-127.45514,-196.39978,578.0
-127.45514,-198.42455,578.0
-127.23463,-200.1025,577.0
-127.014114,-201.77342,576.0
-127.014114,-203.79115,576.0
-126.7936,-205.45157,575.0
-126.5731,-207.10501,574.0
-125.91156,-208.02278,571.0
-125.69105,-209.65518,570.0
-125.69105,-211.6519,570.0
-125.25003,-212.89897,568.0
-125.02952,-214.51036,567.0
-124.809006,-216.11473,566.0
-124.36799,-217.32678,564.0
-124.14748,-218.91364,563.0
-123.92696,-220.4935,562.0
-123.70645,-222.06636,561.0
-123.265434,-223.23288,559.0
-123.04492,-224.7882,558.0
-123.265434,-227.14923,559.0
-122.16289,-227.05815,554.0
-121.72186,-228.1721,552.0
-122.6109,-134.58568,565.0
-122.6109,-136.56488,565.0
-122.6109,-138.54408,565.0
-122.17687,-140.02585,563.0
-122.17687,-141.99805,563.0
-122.17687,-143.97023,563.0
-121.95986,-145.68321,562.0
-121.95986,-147.6519,562.0
-122.6109,-150.41928,565.0
-123.69595,-153.74713,570.0
-123.478935,-155.47061,569.0
-123.478935,-157.46382,569.0
-123.261925,-159.1768,568.0
-123.044914,-160.88277,567.0
-122.82791,-162.58171,566.0
-122.6109,-164.2737,565.0
-126.95111,-172.13795,585.0
-126.95111,-174.18723,585.0
-126.30007,-175.33269,582.0
-126.30007,-177.37144,582.0
-126.08306,-179.10193,581.0
-126.08306,-181.13718,581.0
-126.08306,-183.17242,581.0
-125.86606,-184.8889,580.0
-125.64904,-186.59837,579.0
-125.64904,-188.6266,579.0
-125.64904,-190.65485,579.0
-125.86606,-193.01588,580.0
-125.86606,-195.04762,580.0
-125.86606,-197.07938,580.0
-125.86606,-199.11113,580.0
-125.43203,-200.4493,578.0
-125.21502,-202.12372,577.0
-125.21502,-204.14496,577.0
-124.99801,-205.80888,576.0
-124.781006,-207.46582,575.0
-124.56399,-209.11572,574.0
-124.34698,-210.75864,573.0
-124.12997,-212.39455,572.0
-123.69595,-213.64862,570.0
-123.261925,-214.88867,568.0
-123.044914,-216.49655,567.0
-122.6109,-217.7121,565.0
-122.6109,-219.69131,565.0
-122.17687,-220.88582,563.0
-122.17687,-222.85806,563.0
-121.95986,-224.4309,562.0
-121.52585,-225.5939,560.0
-121.30883,-227.14923,559.0
-120.440796,-227.468,555.0
-119.78976,-228.1721,552.0
-120.633316,-134.58568,565.0
-120.633316,-136.56488,565.0
-120.633316,-138.54408,565.0
-120.20629,-140.02585,563.0
-120.20629,-141.99805,563.0
-120.20629,-143.97023,563.0
-119.99278,-145.68321,562.0
-119.99278,-147.6519,562.0
-120.633316,-150.41928,565.0
-121.91437,-154.01686,571.0
-121.70087,-155.74385,570.0
-121.70087,-157.74055,570.0
-121.70087,-159.73727,570.0
-121.48735,-161.45026,569.0
-120.84682,-162.58171,566.0
-120.633316,-164.2737,565.0
-125.117035,-172.43222,586.0
-125.117035,-174.48497,586.0
-124.69,-175.93521,584.0
-124.262985,-177.37144,582.0
-124.262985,-179.4102,582.0
-124.04948,-181.13718,581.0
-124.04948,-183.17242,581.0
-123.83597,-184.8889,580.0
-123.62245,-186.59837,579.0
-124.262985,-189.60394,582.0
-124.90352,-192.63054,585.0
-124.90352,-194.67981,585.0
-124.69,-196.39278,584.0
-124.4765,-198.09874,583.0
-124.04948,-199.45444,581.0
-123.62245,-200.79608,579.0
-123.62245,-202.82433,579.0
-123.40895,-204.49876,578.0
-122.98192,-205.80888,576.0
-122.98192,-207.82663,576.0
-122.76842,-209.48004,575.0
-122.34139,-210.75864,573.0
-122.34139,-212.76585,573.0
-122.34139,-214.77309,573.0
-121.70087,-215.64534,570.0
-121.27384,-216.87837,568.0
-120.633316,-217.7121,565.0
-120.633316,-219.69131,565.0
-120.4198,-221.27817,564.0
-120.4198,-223.25389,564.0
-120.633316,-225.62892,565.0
-120.20629,-226.80243,563.0
-120.20629,-228.77463,563.0
-118.92523,-228.2877,557.0
-118.711716,-229.82553,556.0
-118.65571,-134.58568,565.0
-118.65571,-136.56488,565.0
-118.65571,-138.54408,565.0
-118.65571,-140.52328,565.0
-118.65571,-142.50247,565.0
-118.65571,-144.48167,565.0
-117.395645,-144.90555,559.0
-117.60566,-147.12645,560.0
-120.5458,-154.82607,574.0
-119.91577,-156.01709,571.0
-119.70576,-157.74055,570.0
-119.70576,-159.73727,570.0
-119.07573,-160.88277,567.0
-118.865715,-162.58171,566.0
-123.06592,-170.37946,586.0
-123.27593,-172.72646,587.0
-123.06592,-174.48497,586.0
-122.6459,-175.93521,584.0
-122.22588,-177.37144,582.0
-122.22588,-179.4102,582.0
-122.22588,-181.44894,582.0
-122.01587,-183.17242,581.0
-122.01587,-185.20769,581.0
-123.06592,-190.90707,586.0
-123.06592,-192.95984,586.0
-123.06592,-195.0126,586.0
-122.85591,-196.72906,585.0
-122.43589,-198.09874,583.0
-122.01587,-199.45444,581.0
-121.80586,-201.14288,580.0
-121.59585,-202.82433,579.0
-121.38584,-204.49876,578.0
-121.17583,-206.1662,577.0
-120.96582,-207.82663,576.0
-120.755806,-209.48004,575.0
-120.33579,-210.75864,573.0
-120.33579,-212.76585,573.0
-119.91577,-214.02344,571.0
-119.70576,-215.64534,570.0
-119.49575,-217.26022,569.0
-118.865715,-218.09744,566.0
-118.865715,-220.08014,566.0
-118.65571,-221.6705,565.0
-118.65571,-223.64972,565.0
-118.65571,-225.62892,565.0
-118.4457,-227.20528,564.0
-118.02568,-228.36827,562.0
-117.60566,-229.51726,560.0
-117.18564,-230.65224,558.0
-116.67811,-132.60646,565.0
-116.67811,-142.50247,565.0
-115.85207,-145.424,561.0
-118.330185,-154.55634,573.0
-117.91717,-156.01709,571.0
-117.710655,-157.74055,570.0
